date,time,6908
03/11/2022,23:10:30,64
03/11/2022,23:11:00,56
03/11/2022,23:11:30,65
03/11/2022,23:12:00,61
03/11/2022,23:12:30,57
03/11/2022,23:13:00,69
03/11/2022,23:13:30,65
03/11/2022,23:14:00,68
03/11/2022,23:14:30,68
03/11/2022,23:15:00,68
03/11/2022,23:15:30,62
03/11/2022,23:16:00,73
03/11/2022,23:16:30,62
03/11/2022,23:17:00,-1
03/11/2022,23:17:30,64
03/11/2022,23:18:00,74
03/11/2022,23:18:30,58
03/11/2022,23:19:00,63
03/11/2022,23:19:30,64
03/11/2022,23:20:00,54
03/11/2022,23:20:30,64
03/11/2022,23:21:00,61
03/11/2022,23:21:30,64
03/11/2022,23:22:00,63
03/11/2022,23:22:30,68
03/11/2022,23:23:00,69
03/11/2022,23:23:30,71
03/11/2022,23:24:00,-1
03/11/2022,23:24:30,61
03/11/2022,23:25:00,57
03/11/2022,23:25:30,65
03/11/2022,23:26:00,71
03/11/2022,23:26:30,68
03/11/2022,23:27:00,65
03/11/2022,23:27:30,70
03/11/2022,23:28:00,56
03/11/2022,23:28:30,73
03/11/2022,23:29:00,-1
03/11/2022,23:29:30,71
03/11/2022,23:30:00,67
03/11/2022,23:30:30,62
03/11/2022,23:31:00,60
03/11/2022,23:31:30,70
03/11/2022,23:32:00,61
03/11/2022,23:32:30,71
03/11/2022,23:33:00,64
03/11/2022,23:33:30,63
03/11/2022,23:34:00,70
03/11/2022,23:34:30,69
03/11/2022,23:35:00,71
03/11/2022,23:35:30,66
03/11/2022,23:36:00,63
03/11/2022,23:36:30,62
03/11/2022,23:37:00,64
03/11/2022,23:37:30,60
03/11/2022,23:38:00,-1
03/11/2022,23:38:30,74
03/11/2022,23:39:00,64
03/11/2022,23:39:30,60
03/11/2022,23:40:00,65
03/11/2022,23:40:30,68
03/11/2022,23:41:00,64
03/11/2022,23:41:30,66
03/11/2022,23:42:00,69
03/11/2022,23:42:30,59
03/11/2022,23:43:00,68
03/11/2022,23:43:30,69
03/11/2022,23:44:00,-1
03/11/2022,23:44:30,63
03/11/2022,23:45:00,72
03/11/2022,23:45:30,68
03/11/2022,23:46:00,71
03/11/2022,23:46:30,64
03/11/2022,23:47:00,66
03/11/2022,23:47:30,67
03/11/2022,23:48:00,65
03/11/2022,23:48:30,67
03/11/2022,23:49:00,65
03/11/2022,23:49:30,56
03/11/2022,23:50:00,70
03/11/2022,23:50:30,61
03/11/2022,23:51:00,-1
03/11/2022,23:51:30,66
03/11/2022,23:52:00,68
03/11/2022,23:52:30,67
03/11/2022,23:53:00,68
03/11/2022,23:53:30,71
03/11/2022,23:54:00,65
03/11/2022,23:54:30,69
03/11/2022,23:55:00,67
03/11/2022,23:55:30,65
03/11/2022,23:56:00,70
03/11/2022,23:56:30,52
03/11/2022,23:57:00,-1
03/11/2022,23:57:30,61
03/11/2022,23:58:00,63
03/11/2022,23:58:30,65
03/11/2022,23:59:00,66
03/11/2022,23:59:30,-1
